,Comments,Clean,Label
4780,"I am NOT an anti-vaxxer, but I AM against vaccine mandates. Especially since yesterday! Yesterday, I met a man who ended up in hospital for two weeks with kidney failure caused by a Covid vaccine. His kidney function went down to 15%! He ended up on a mild dose of chemotherapy, too! His kidney function has risen back up, but it is still 50% down on their normal function. So, my question is this: If vaccines are mandates, who takes responsibility when everything goes wrong?",not anti vaxxer vaccine mandate especially since yesterday yesterday met man ended hospital two week kidney failure caused covid vaccine kidney function went ended mild dose chemotherapy kidney function risen back still normal function question vaccine mandate take responsibility everything go wrong,0
4788,"<a href=""https://www.youtube.com/watch?v=BxNpCIMd-PY&t=3m45s"">3:45</a>, they are not providing adequate health care since before covid-19",href http www youtube com watch v bxnpcimd py amp m not providing adequate health care since covid,0
4791,"Hii Doctor, Am also facing ED after vaccination.. Its not bcoz of covid19, its bcoz of covaxin vaccine.. You can check with pre and post vaccination of covid patient.. Am very upset now.. Before vaccination i was getting 100% erection but now after one month also its not getting erected.. Pls help Doctor...<br><br>Top most doctors are not ready to accept this that due to vaccine peoples are facing ED.. then why there are so many videos uploaded on YT., peoples are facing it.. But government and DR are ignoring it..",hii doctor also facing ed vaccination not bcoz covid bcoz covaxin vaccine check pre post vaccination covid patient upset vaccination getting erection one month also not getting erected pls help doctor br br top doctor not ready accept due vaccine people facing ed many video uploaded yt people facing government dr ignoring,0
4799,"Our bodily autonomy and freedom of speech are the greatest good we have. That is why is attacked so much. Day and night. If that falls , everything falls. Let that sink inn.",bodily autonomy freedom speech greatest good attacked much day night fall everything fall let sink inn,0
4815,"""Anti vaccination"" or just Pro freedom?",quot anti vaccination quot pro freedom,0
4820,"Because in case of getting severe covid it distracts medical personel and resources from those vaccinated that requires medical attention for other reasons, just obligatory triple fees for helthcare and social security system for unvaccinated and let them decide. It's fair and it's freedom because  freedom comes with responsibility. You can even give those excess fees back in say 5 years if person  never comes to municipal hospital for treatment against covid. My friend in USA is a doctor with PhD but she's a foreigner and just got her work permit. She's still looking for a job. Therefore this money will help to provide jobs for young medics and build new facilities and this will actually work for for everyone's good.",case getting severe covid distracts medical personel resource vaccinated requires medical attention reason obligatory triple fee helthcare social security system unvaccinated let decide fair freedom freedom come responsibility even give excess fee back say year person never come municipal hospital treatment covid friend usa doctor phd foreigner got work permit still looking job therefore money help provide job young medic build new facility actually work everyone good,0
4828,Is it now ILLEGAL to be naturally immune to covid in Austria???!!!,illegal naturally immune covid austria,0
4836,"People are in a bad mood cause businesses are closing, people have lost their jobs and homes. Can the government continue paying the bills so they can stay home.",people bad mood cause business closing people lost job home government continue paying bill stay home,0
4844,I had Delta in 2020. Double vaccination of moderna from then . Than got omicron in 2021. I stuck with skin problems for all the two years. Still have skin problems. I believe is my immune system over acted.,delta double vaccination moderna got omicron stuck skin problem two year still skin problem believe immune system acted,0
4855,Big vague lies are the same as little sharp lies.,big vague lie little sharp lie,0
4885,MANDATE FREEDO. MANDATE FREEDOM FREEDOM FREEDOM,mandate freedo mandate freedom freedom freedom,0
4893,"reading about people grabbing multi-figures monthly as incomes in investments even in this crazy days in the market, any pointers on how to make substantial progress in earning? would be appreciated",reading people grabbing multi figure monthly income investment even crazy day market pointer make substantial progress earning would appreciated,0
4897,"As a management consultant working for investment banks in London I never made this much money since the pandemic allowed me to have several clients at the same time  by working remotely. A true blessing. It is almost as if going to school, doing the right thing and working hard pays off. If you are poor, then don't have kids, simple. And all of you bleeding hearts should pay from your money to support the poor since you love them so much, NOT THE HARD WORKING PEOPLE, I worked for what I have. And good luck messing with the banking system. Thanks.",management consultant working investment bank london never made much money since pandemic allowed several client time working remotely true blessing almost going school right thing working hard pay poor kid simple bleeding heart pay money support poor since love much not hard working people worked good luck messing banking system thanks,0
4898,"Never assume the service sector ( Hotels and Restaurants )  is unqualified , the first qualifications for mainstream jobs where for the Hotel and restaurant industry and the College ? University Course lasts between 3 - 5 years .",never assume service sector hotel restaurant unqualified first qualification mainstream job hotel restaurant industry college university course last year,0
4903,This is all bs! None of these billionaires has to wait for their taxes to go up if they really believe they should be paying more. Simply don't take any of the tax deductions that allow them to not pay millions of dollars to the government. But do they do that no!,b none billionaire wait tax go really believe paying simply take tax deduction allow not pay million dollar government,0
4906,"Reading about people grabbing multi-figures monthly as income in investments even in this crazy days in the market,any pointers on how to make substantial progress in earnings?would be appreciated.",reading people grabbing multi figure monthly income investment even crazy day market pointer make substantial progress earnings would appreciated,0
4907,Got to look deep into your heart sometime it's good for the soul... if you believe there is one....,got look deep heart sometime good soul believe one,0
4923,"How?<br>Oh you little brains...<br>Let me give you a hint: adding to the fear of a running nose is nòt it.<br>It does, however, help to cash in on it.<br>Which, ofcoarse, is precisely what you are doing.",br oh little brain br let give hint adding fear running nose nòt br however help cash br ofcoarse precisely,0
4936,One idea would be to not screw up the youth and unvaccinated's life and let people work again,one idea would not screw youth unvaccinated life let people work,0
4939,This can never be fixed because you can't stop people from taking risk . And risk = returns. The greater the risk the higher the returns. Even if you put a 90% tax( which is tyranny and will stifle innovation) 10% of 300 billion is still 30 billion while the average american household networth is close to a million.,never fixed stop people taking risk risk return greater risk higher return even put tax tyranny stifle innovation billion still billion average american household networth close million,0
4940,"*The crypto market has been favourable in the past weeks, I keep missing out on this opportunity, I'm most certainly very impatient how can I ever make a profit in the crypto market*.",crypto market favourable past week keep missing opportunity certainly impatient ever make profit crypto market,0
4941,"This is another reminder to all my unvaxxed brethren out there: start stocking up on food and other necessary supplies, and HOLD THE LINE!!!",another reminder unvaxxed brother start stocking food necessary supply hold line,0
4958,"The economic hardship, recession, unemployment and the loss of job caused by covid pandemic is enough to push people into financial ventures. Winter will soon be over and there will be alots of activities to be enjoyed. Well, I'm taking a trip into investing because I lost so much during this pandemic. Multi creation of wealth is the best strategy to ensure financial sustainability..",economic hardship recession unemployment loss job caused covid pandemic enough push people financial venture winter soon alots activity enjoyed well taking trip investing lost much pandemic multi creation wealth best strategy ensure financial sustainability,0
4965,Re regulation needs to be te applied,regulation need te applied,0
4969,"What could be done about the people with lower amounts of money? Raise the wages and don't let the rich just sit and amass wealth. There's no need to have over 5 billion dollars. That's plenty enough to start any business or whatever. <br><br>We need the small shops and everything that's not the huge stores to survive for the gap to better. Without small businesses much of the middle class will disappear, and the lower class workers that kept those small businesses running will be jobless. I know there's a surplus of jobs right now it seems, but it could be the complete opposite very fast. In probably a decade, there's going to be an economy collapse and many many people will be homeless. Then they'll have to fix the homeless problem and everyone will truly understand how awful it is to be homeless.",could done people lower amount money raise wage let rich sit amass wealth need billion dollar plenty enough start business whatever br br need small shop everything not huge store survive gap better without small business much middle class disappear lower class worker kept small business running jobless know surplus job right seems could complete opposite fast probably decade going economy collapse many many people homeless fix homeless problem everyone truly understand awful homeless,0
4981,"One step would be for DW to report on world event truthfully as possible. Whether Canadian Truckers, Big Pharma, Covid 19, Vax mandates, Bill Gates  etc. DW could do a lot better",one step would dw report world event truthfully possible whether canadian trucker big pharma covid vax mandate bill gate etc dw could lot better,0
5041,Absolute bollocks.<br>Much regards a citizen of the netherlands.,absolute bollock br much regard citizen netherlands,0
5079,"This is just naked partisan posturing by the opposition and selective coverage by DW, since it has an editorial disdain for Johnson.  It's absurd to call for a PM to resign over having a party during COVID, especially since he has done so much to keep things open and people free from government intrusion throughout the pandemic.<br><br>Johnson appears to have done good things for the UK, especially as it pertains to the COVID pandemic response.  It seems like he has respected the rights and freedoms of citizens more than Canada, Austria, Australia, Germany, Israel and many US states.  The PM refused calls to mandate vaccines, masks and avoided lockdowns.  <br><br>I hope he stays in power.",naked partisan posturing opposition selective coverage dw since editorial disdain johnson absurd call pm resign party covid especially since done much keep thing open people free government intrusion throughout pandemic br br johnson appears done good thing uk especially pertains covid pandemic response seems like respected right freedom citizen canada austria australia germany israel many us state pm refused call mandate vaccine mask avoided lockdowns br br hope stay power,0
5082,"In Indonesia, we have a specific word for this. It's ""gotong-royong"". The spirit of sharing and supporting each other to reach certain goal for greater goods. In the time of Pandemic, Indonesian riches have also been charitable donating large sum of money for Covid Relief. It's also said that more tips were given to the online food delivery partner. It's not about whether the government or officials not doing enough, it's whatever action, no matter how small, we as a member of community can contribute to help each other during this hard time.",indonesia specific word quot gotong royong quot spirit sharing supporting reach certain goal greater good time pandemic indonesian rich also charitable donating large sum money covid relief also said tip given online food delivery partner not whether government official not enough whatever action matter small member community contribute help hard time,0
5090,"Interesting: typical bank still look at profit and 'policy' , its such great project to help community and people wish to help. More interesting as the owner said its short term until pandemic end and economic back, its show the individual honest with the 'aim/objective' its social / humanitarian base",interesting typical bank still look profit policy great project help community people wish help interesting owner said short term pandemic end economic back show individual honest aim objective social humanitarian base,0
5125,90k Euro? That's it? So it's just another crowdfunding website. Yawn.,k euro another crowdfunding website yawn,0
5131,Are there scammers in the platform?,scammer platform,0
5140,"For every nurse like this one, I would like to see the media talking to a corresponding proportion of nurses who did vaccination before it was decided it is obligatory and the corresponding proportion of nurses who will only vaccinate due to the mandate. Or at least report on the facts such as how big of % of healthcare workers were vaccinated before the mandate, to put this nurse's view into perspective. <br><br>Giving an outlet to the loudest people does not represent the views of people fairly and gives people a false sense of knowing what the general views of the health workers are.",every nurse like one would like see medium talking corresponding proportion nurse vaccination decided obligatory corresponding proportion nurse vaccinate due mandate least report fact big healthcare worker vaccinated mandate put nurse view perspective br br giving outlet loudest people not represent view people fairly give people false sense knowing general view health worker,1
5141,Being MANDATED to recieve something that is legally exempt from liability is absurd!,mandated recieve something legally exempt liability absurd,0
5142,"How long can this story, that being vaccinated keeps you from spreading this illness be believed? My family was given covid by a double vaccinated couple who came to our house. Their very mild symptoms were not noticed. Another friend, a healthy man in his 40s, took a fourth dose on January 6th, is very sick today and has been all week. If these are my limited experiences, I am sure that everyone else is having similar experiences and yet every time I listen about potential mandates, I hear that they are for the safety of others. It is not true.",long story vaccinated keep spreading illness believed family given covid double vaccinated couple came house mild symptom not noticed another friend healthy man took fourth dose january th sick today week limited experience sure everyone else similar experience yet every time listen potential mandate hear safety others not true,0
5145,"this covid or omicron thing is driving us nuts, it is also creating many dividing issues. hope we all can work together to end it.",covid omicron thing driving us nut also creating many dividing issue hope work together end,0
5147,"How about Indemnifying the Vaccination? Inspite of so many mandates, no vaccine company is ready to cover the losses incurred by those who suffer long term losses due to Vaccination. So are these vaccines really safe?",indemnifying vaccination inspite many mandate vaccine company ready cover loss incurred suffer long term loss due vaccination vaccine really safe,0
5154,"After vaccination but get covid, who can be responsible? Can you sue your government? After 100th vaccination into your arm, and sky high antibodies, do you get immunity?",vaccination get covid responsible sue government th vaccination arm sky high antibody get immunity,0
5164,Compulsory vaccination for healthcare workers is not new! Prior to commencing training you have to submit your vaccination history and bring them up to date. In addiction you must be Hep B vaccinated. So adding Covid 19 vaccination shouldn't cause this furor.,compulsory vaccination healthcare worker not new prior commencing training submit vaccination history bring date addiction must hep b vaccinated adding covid vaccination cause furor,0
5166,In Canada vaccinated health workers  spread Covid  and stayed working because short of stuff  which lived because of mandate.,canada vaccinated health worker spread covid stayed working short stuff lived mandate,0
5171,"A need for monthly subscription vaccine?  What happens after a Year? A droid zombie person?,,",need monthly subscription vaccine happens year droid zombie person,0
5176,Yea I saw many covid patients in my network this week. Like never before.,yea saw many covid patient network week like never,0
5184,Declining cases in the USA.<br>Now if the media hysteria could be controlled.,declining case usa br medium hysteria could controlled,0
5187,Germany and other countries should try communistic approach in dealing covid. Chinas covid zero tolerance is working well.,germany country try communistic approach dealing covid china covid zero tolerance working well,0
5188,As much as I respect Sabines decision to not get vaccinated. I doubt her alternative therapy is very effective.,much respect sabine decision not get vaccinated doubt alternative therapy effective,1
5207,Yes listen to nurses... eventhough they have not been educated to understand vaccinations...makes sense,yes listen nurse eventhough not educated understand vaccination make sense,1
5213,"Isn't it weird that the most vaccinated countries like Israel, France and USA are reporting the highest number of new covid infections, while the numbers have declined in South Africa which has only managed to double vaccinate about 27% of its population.",weird vaccinated country like israel france usa reporting highest number new covid infection number declined south africa managed double vaccinate population,0
5217,How you can have some danger covid in Germany if we don't have any here in Poland? <br><br>HOW!?,danger covid germany poland br br,0
5218,Her stupidity started with the belief in homeopathy XD,stupidity started belief homeopathy xd,0
5220,"This lady is brave.  Like her, I'm not getting vaccinated for Covid and subscribing for monthly booster shots.  I don't belong in a high risk group.",lady brave like not getting vaccinated covid subscribing monthly booster shot belong high risk group,0
5222,Live free?<br>Not for me.<br>I shouldn't have to say it twice.<br>The purpose of my own existence is to die a slave to Christ.<br><br>I am a slave of the Lord.<br><br>The world can have its freedom.<br>Its deception.,live free br not br say twice br purpose existence die slave christ br br slave lord br br world freedom br deception,0
5228,"This just in! There are 50 new billionaires that all have one thing in common. They became billionaires fighting covid. Germany, please.",new billionaire one thing common became billionaire fighting covid germany please,0
5230,Why is she not even wearing a mask when treating her clients? So wreckless.,not even wearing mask treating client wreckless,0
5232,This is awful reporting. You are normalizing an outlier all in search of views.,awful reporting normalizing outlier search view,0
5233,"vaccination does not stop spreading, so how it will help?",vaccination not stop spreading help,0
5234,I have been vaccinated in October. I have just finished recovering from COVID-19. Dumbest subject Ever :-D,vaccinated october finished recovering covid dumbest subject ever,0
5238,"10 times as much as this lady needs her additional salary, does her employer need her support. Unfortunately, that's the sad situation in Germany. And the unvaccinated population are aware of this. The only way to tackle this situation is that the insurance provider should deny covering their hospitalisation costs when they are sick with COVID. Even basic consultation should be borne by the unvaccinated.",time much lady need additional salary employer need support unfortunately sad situation germany unvaccinated population aware way tackle situation insurance provider deny covering hospitalisation cost sick covid even basic consultation borne unvaccinated,0
5246,The fearmongering variant is the worst of all.,fearmongering variant worst,0
5265,"This is getting crazier by the minute.<br>PS.: Meanwhile sadly its a proven fact that this whole thing was very patiently, meticulous<br>planned,facilitated and realised by a group of very rich ""philantrops"" to make their philantropical<br>endeavours -  way - more profitable and change society in one bold move more to their liking.<br>Nicely done,i given them that.",getting crazier minute br p meanwhile sadly proven fact whole thing patiently meticulous br planned facilitated realised group rich quot philantrops quot make philantropical br endeavour way profitable change society one bold move liking br nicely done given,0
5281,"The professor didn't mention which vaccine to take, we have a number of experimental vaccines doing the rounds currently. He also didn't say anything about previous infections, or natural immunity...<br>Also non of the experimental vaccines, stop transmission, so what treatment was he talking about ?",professor mention vaccine take number experimental vaccine round currently also say anything previous infection natural immunity br also non experimental vaccine stop transmission treatment talking,0
5290,there are well over 200 covids out there.  how many of these 'variants' are just different versions of the common cold?,well covids many variant different version common cold,0
5301,"Covid-19 feels like an app rn...it releases lite version, bug fixed version, beta version of itself every month.",covid feel like app rn release lite version bug fixed version beta version every month,0
5318,"I believe  people that are boosted, vaccinated, and get breakthrough infections could that be the key to a different mutations because humans are getting sick and mutating with the common viruses that we pick up that mutate with this virus to make it another new strain of virus could that be possible",believe people boosted vaccinated get breakthrough infection could key different mutation human getting sick mutating common virus pick mutate virus make another new strain virus could possible,0
5325,What do you expect when several EU countries are abandoning Covid protocols and mandates.,expect several eu country abandoning covid protocol mandate,0
5334,"I had several COVID PCR'S and RAPID TESTS, all results are negative but I have the Omicron symptoms!!!! So very weird!!!",several covid pcr rapid test result negative omicron symptom weird,0
5350,CONGRATULATION SPAIN!!!!! They should make a statue for who decided to stop this circus!!!,congratulation spain make statue decided stop circus,0
5352,"No fear in Spain. Dont care anymore, tired. Cant say the same from other EU.",fear spain dont care anymore tired cant say eu,0
5356,Why would they do such a thing when they know that they can't stop anyone from catching or transmitting the virus.,would thing know stop anyone catching transmitting virus,0
5358,"I guess I am a Spaniard!  Eff Covid.  Live your life.  If you are compromised with medical conditions, be very careful.  If you are overweight, you better be careful.",guess spaniard eff covid live life compromised medical condition careful overweight better careful,0
5359,"Hii Doctor, Am also facing ED after vaccination.. Its not bcoz of covid19, its bcoz of covaxin vaccine.. You can check with pre and post vaccination of covid patient.. Am very upset now.. Before vaccination i was getting 100% erection but now after one month also its not getting erected.. Pls help Doctor...<br><br>Top most doctors are not ready to accept this that due to vaccine peoples are facing ED.. then why there are so many videos uploaded on YT., peoples are facing it.. But government and DR are ignoring it..",hii doctor also facing ed vaccination not bcoz covid bcoz covaxin vaccine check pre post vaccination covid patient upset vaccination getting erection one month also not getting erected pls help doctor br br top doctor not ready accept due vaccine people facing ed many video uploaded yt people facing government dr ignoring,0
5361,It's not about health it's about control for many countrys,not health control many country,0
5375,"Oh my god that is awful, Shame on you <br>Austrian Government ,No more Humans Rights only fearful old people who think they can do everything through power and coercion.",oh god awful shame br austrian government human right fearful old people think everything power coercion,0
5382,I agree with spain.  Stop all the b$.,agree spain stop b,0
5389,I would volunteer one pot dosage of Covid vaccine,would volunteer one pot dosage covid vaccine,0
5392,Austria: Fear fear fear<br>Go Espana!,austria fear fear fear br go espana,0
5398,Austria.... fight Freedom don't give in the Evil Elites,austria fight freedom give evil elite,0
5400,My cat caught Covid from an unvaccinated mouse. We need to vaccinate all the local wildlife too! /sarcasm.,cat caught covid unvaccinated mouse need vaccinate local wildlife sarcasm,0
5410,If you can't see  its p0pulation control at this point..youre the p0pulation they are controlling,see ppulation control point youre ppulation controlling,0
5411,Whichever country exit the pandemic earlier is the stater.,whichever country exit pandemic earlier stater,0
5415,"And in Frankfurt, more than 50% people do not wear masks outside - I have been observing this daily these days in Galluswarte Frankfurt.",frankfurt people not wear mask outside observing daily day galluswarte frankfurt,0
5434,I'm not scared of tuberculosis. Why are you scared of COVID?,not scared tuberculosis scared covid,0
5445,My two year old and 7 year old are both Covid positive.,two year old year old covid positive,0
5447,Making old people feel safe is more important than children and their development. Put mask on kids and teach them to fear everything and everyone,making old people feel safe important child development put mask kid teach fear everything everyone,0
5448,"My child came from school with some virus. In this moment I and Father also feel seek. 1 week we can not normally work. Class in ""lock down"" too. For ps: lost year my kid was out of school (one year). The result:  0 times any kind infection. 0 time! We were staying healthy! What about learning in school? NO! NO! If you care about your child, teach him by yourself. You have internet! There are so many websites, program, books, library, channels foe kids. School is prison for your child. Do you remember your school? How much did you learn? Elon Musk had home education. Rich Dad Poor Dad had learn how to earn money NOT in school!",child came school virus moment father also feel seek week not normally work class quot lock quot p lost year kid school one year result time kind infection time staying healthy learning school care child teach internet many website program book library channel foe kid school prison child remember school much learn elon musk home education rich dad poor dad learn earn money not school,0
5451,You broke and brainwashed them.<br><br>How do you think they held up?,broke brainwashed br br think held,0
5452,The kids are being brainwashed.,kid brainwashed,0
5457,"Poor kids, being brainwashed on spawn.",poor kid brainwashed spawn,0
5469,"Badly, the adults failed them by believing lies and trying to jab them.",badly adult failed believing lie trying jab,0
5472,Not just parties is it. The high court ruling their dodgy VIP lane PPE contracts scheme unlawful isn't exactly making them look honest. Some of those contracts were worth millions in profit for companies with limited previous trading & the PPE obtained not fit for purpose.... Then there's the let the bodies pile up by their thousands policy...,not party high court ruling dodgy vip lane ppe contract scheme unlawful exactly making look honest contract worth million profit company limited previous trading amp ppe obtained not fit purpose let body pile thousand policy,0
5522,we SUPPORT BORIS FU.......NG Covid and dancing with friends!!!!!!!!!!!!!!!!! Bravo Boris!!!!!!!!!!!!!!!!!!!!!,support boris fu ng covid dancing friend bravo boris,0
5534,"Where were you appreciating China's zero COVID poilcy when it was working miraculously for the last two years, keeping the shelves full in the stores all across the West, while the Western govts were debating whether to even keep the said stores open??? <br><br>The anti-China bias at DW, and Western media at large, is so frustrating at this point!",appreciating china zero covid poilcy working miraculously last two year keeping shelf full store across west western govts debating whether even keep said store open br br anti china bias dw western medium large frustrating point,0
5539,"If the world adopted zero COVID policy, life would be normal by now.",world adopted zero covid policy life would normal,0
5542,bruh you got supply chain still running in the past 2 years because of china's zero covid policy,bruh got supply chain still running past year china zero covid policy,0
5545,The greed of big companies who tries to maximize profit at any cost made this situation,greed big company try maximize profit cost made situation,0
5551,"Move supply chain to Vietnam during 0 covid strategy there<br>Vietnam abandoned 0 covid strategy<br>Move supply chain back to China, again.<br>DW conclution: 0 covid strategy sucks.<br>Btw that's the same strategy Taiwan use but DW call Taiwan success yet a danger move if used by China. How double standard",move supply chain vietnam covid strategy br vietnam abandoned covid strategy br move supply chain back china br dw conclution covid strategy suck br btw strategy taiwan use dw call taiwan success yet danger move used china double standard,0
5552,"Actually it's the opposite. That's, zero-covid policy greatly help the world economy supply chain.<br><br> If the zero-covid policy is hurting the China's economy, then why did the China's 2021 export reached the highest level in a decade?",actually opposite zero covid policy greatly help world economy supply chain br br zero covid policy hurting china economy china export reached highest level decade,0
5555,This was started from US being blocking of imports to the Port of Los Angeles. It strained thousands of cargo ships in the harbor not allowing them to unload until the sailors were isolated for 14 days.<br>Now you blamed on China's zero Covid policy.,started us blocking import port los angeles strained thousand cargo ship harbor not allowing unload sailor isolated day br blamed china zero covid policy,0
5560,Who would have thought moving most of world's manufacturing to just 1 country could potentially be a bad idea. Why not even the profit-hungry corporations thought of diversifying their supply chains is beyond me.,would thought moving world manufacturing country could potentially bad idea not even profit hungry corporation thought diversifying supply chain beyond,0
5563,"So they need to keep doing their businesses knowing how easy an infected worker contaminating the products with covid and without even a care in the world about other people's safety?<br>With people refusing to be vaccinated or wearing a mask, who don't care about the safety of children, elderly or humanity. All we care is me and me or me?",need keep business knowing easy infected worker contaminating product covid without even care world people safety br people refusing vaccinated wearing mask care safety child elderly humanity care,0
5576,"Halirious. The lockdowns are in small parts of the country or small districts in a city. These measures ensure that other parts of china function normally, which make sure that the supply chain is not disrupted too badly. Without the zero covid policy the virus runs rampage and that is when the supply chain will be disrupted. And we care about human life more than the profit of your big cooperations. Sorry but not sorry.",halirious lockdown small part country small district city measure ensure part china function normally make sure supply chain not disrupted badly without zero covid policy virus run rampage supply chain disrupted care human life profit big cooperation sorry not sorry,0
5586,Manufacture at home as much as possible. Stop depending so much in one single country.,manufacture home much possible stop depending much one single country,0
5589,Name one more effective covid policy so far? I'll wait,name one effective covid policy far wait,0
5592,"Better yet this is the time for America to manufacture.. Buy raw resources as the only main import, then initially subsidize small businesses/manufactures to ensure American made products are profitable again.",better yet time america manufacture buy raw resource main import initially subsidize small business manufacture ensure american made product profitable,0
5595,"its a flex on their part, nothing to do with COVID. and thats what you get for sending all your supply chains to one country!!",flex part nothing covid thats get sending supply chain one country,0
5602,And this is why global supply chains are an awful idea. Make things locally. All the save the planet people tell lies that meat is bad but ar fine with trucking junk all over the world.,global supply chain awful idea make thing locally save planet people tell lie meat bad ar fine trucking junk world,0
5604,Long supply chains are a risky problem for every country and business.<br>The PPE shortages should be a lesson for everyone. Manufacturing of critical goods needs to be done locally.<br>Countries need to provide jobs and goods with local manufacturing. It is time for many companies to bring back manufacturing to their home countries.,long supply chain risky problem every country business br ppe shortage lesson everyone manufacturing critical good need done locally br country need provide job good local manufacturing time many company bring back manufacturing home country,0
5621,How about the question: will A Covid break-out in China affect Global Trade? The Answer is 200%!<br>It is easy to pick an issue. The key is to provide solution or comparing to alternatives.,question covid break china affect global trade answer br easy pick issue key provide solution comparing alternative,0
5622,Eh the US will just learn to deal without. This is a good thing as far as I'm concerned as it will likely prompt more companies to remove there manufacturing from China.  This should excelerate that trend line by several years above averages as companies scramble for new suppliers. Once that happens its unlikely given the political environment in the US that these companies will look back towards China as a manufacturing hub.,eh us learn deal without good thing far concerned likely prompt company remove manufacturing china excelerate trend line several year average company scramble new supplier happens unlikely given political environment us company look back towards china manufacturing hub,0
5628,Bring the jobs home!,bring job home,0
5632,"Let be honest, hamster is not an animal that go outdoor much. It's more likely the COVID spread from human to hamster.",let honest hamster not animal go outdoor much likely covid spread human hamster,0
5633,This isn't the first time animals have been culled because of covid in other countries including European countries,first time animal culled covid country including european country,0
5641,"The tracing app in Hong Kong,  which is only absolutely required for government premises and restaurants, is not very useful because of the high usage of public transport. Who remembers exactly what time they took the bus or train? And no one knows the person they sat or stood next to.",tracing app hong kong absolutely required government premise restaurant not useful high usage public transport remembers exactly time took bus train one know person sat stood next,0
5646,I bet millions of dogs all over the world have gotten covid too. Glad that a new variant from pets wasn't an issue as far as we know.,bet million dog world gotten covid glad new variant pet issue far know,0
5649,"How absurd is it that people who don't contribute a single penny to science, talk about vaccines prepared with a lot of effort !!!",absurd people contribute single penny science talk vaccine prepared lot effort,0
5651,"So sad when see high level number of infected covid19 people  lets try to use kariyat capsules (general name call as ""fah talai jone"")  it will help to fight against covid(especially in my country it work) thank you",sad see high level number infected covid people let try use kariyat capsule general name call quot fah talai jone quot help fight covid especially country work thank,0
5652,"Why won`t they just admit, it can never be stopped?",admit never stopped,0
5685,Lots more people and animals will endure illness and death because of this covid pandemic.  Nowhere close to an end.,lot people animal endure illness death covid pandemic nowhere close end,0
5688,"Don't kiss the hamsters, kill the hamsters. Damn well made me spit tea out my nose. Maybe the animals got covid from a worker, that has been happening since this started 2 years ago.",kiss hamster kill hamster damn well made spit tea nose maybe animal got covid worker happening since started year ago,0
5690,"Omicron will the end of Covid, RIP",omicron end covid rip,0
5692,"It looks like the vaccine passports and wearing masks outdoors in France didn't make a blind bit of difference. It's only symbolic anyway, Governments know that, rightly or wrongly, they are held responsible. So if you see people wearing masks everywhere it's a daily reminder that the government is trying to help, while letting the unvaccinated get the blame.",look like vaccine passport wearing masks outdoors france make blind bit difference symbolic anyway government know rightly wrongly held responsible see people wearing mask everywhere daily reminder government trying help letting unvaccinated get blame,0
5695,"next headline: ""chinas zero covid policy- 300 unvaxxinated humans have been culled""",next headline quot china zero covid policy unvaxxinated human culled quot,0
5707,"Bleiben Sie sicher Deutschland, mit Liebe aus Kanada!",bleiben sie sicher deutschland mit liebe aus kanada,0
5724,Exactly how many infections have the vaccine stopped (omicron)?<br>Likewise what it's the reproductive rate?<br>Now if you don't know the answer to those questions...<br>Ya might be somewhat a disadvantage here.<br><br><br>The answer to both questions should shock you...<br>Youtube is sensoring on this topic...so I can't give you the answers...,exactly many infection vaccine stopped omicron br likewise reproductive rate br know answer question br ya might somewhat disadvantage br br br answer question shock br youtube sensoring topic give answer,0
5725,Good luck China to your unique zero covid-19 strategy. I will fall dawn as a Evergrande building.,good luck china unique zero covid strategy fall dawn evergrande building,0
5729,How do restrictions against unvaccinated help when most people who get OMICRON are all VACCINATED?,restriction unvaccinated help people get omicron vaccinated,0
5731,"South Afrika gives much needed hope to the continent & wider world.Glad to see people enjoying themselves and having a good time..Stay safe,together we'll beat this thing.",south afrika give much needed hope continent amp wider world glad see people enjoying good time stay safe together beat thing,1
5735,"Omicron might be 'less lethal' by the numbers but in the case of SA, it's largely due to the fact that so many people already got COVID before... Who knows how bad it would have been if omicron was what the world saw in early 2020 considering how contagious omicron it is.<br><br>It's maybe it's more apt to say that humans are better equipped to fighting it after two long years.",omicron might le lethal number case sa largely due fact many people already got covid know bad would omicron world saw early considering contagious omicron br br maybe apt say human better equipped fighting two long year,0
5736,"Welcome news for South Africa. We are having a significantly different experience with Omicron in Canada, where deaths and hospitalizations are greatly exceeding the numbers from Delta and Alpha variant waves. We are also experiencing higher Omicron fatalities (per capita) than any other western country. We have high vaccination and low natural immunity compared to most countries. We might simply have more vulnerable people due to our relatively easy time with Covid to date, or we might be witnessing a demonstration of the relative importance of naturally-acquired immunity versus vaccination. Here's hoping the wave will pass as quickly for us as it did for South Africa.",welcome news south africa significantly different experience omicron canada death hospitalization greatly exceeding number delta alpha variant wave also experiencing higher omicron fatality per caput western country high vaccination low natural immunity compared country might simply vulnerable people due relatively easy time covid date might witnessing demonstration relative importance naturally acquired immunity versus vaccination hoping wave pas quickly us south africa,0
5738,wow DW giving optimistic news about COVID quite incredible,wow dw giving optimistic news covid quite incredible,0
5743,Amazing how DW covered the views and facts that natural immunity has been discovered to be effective at protecting against Covid.,amazing dw covered view fact natural immunity discovered effective protecting covid,0
5744,start reporting on covid deaths in south africa as an example of how natural immunity goes in comparison to the vaccinated and boosted countries..,start reporting covid death south africa example natural immunity go comparison vaccinated boosted country,0
